,Company,Job Title,Job Type,Experience level,Salary,keywords,Facilities,Is Remote,Updated Job Title
1872,experian,data quality consultant,full time,senior,62.0,"consulting,data management,data quality,excel",wellness,False,bi analyst
1873,"faire wholesale, inc.","business intelligence manager, finance",full time,senior,147.0,"business intelligence,computer science,data analytics,e-commerce,engineering,etl","career development,equity,flex hours,team events",False,ml engineer
1874,enigma,senior machine learning engineer,full time,senior,160.0,"ci/cd,engineering,machine learning,mlflow,ml infrastructure,pyspark","career development,equity,salary bonus",True,data engineer
1875,beautyhaul,data engineer,full time,senior,115.0,"agile,architecture,aws,big data,computer science,data pipelines",none,False,data engineer
1876,publicis groupe,"director, data engineering",full time,executive,130.0,"apis,avro,aws,azure,computer science,data management",health care,False,data engineer
1877,biogen,"associate director, commercial data management lead",full time,mid,56.0,"agile,architecture,big data,business intelligence,computer science,data analysis",none,False,data architect
1878,agoda,"data architect (bangkok based, relocation provided)",full time,senior,135.0,"agile,architecture,big data,business intelligence,ci/cd,computer science",flex hours,False,data analyst
1879,packt,data analyst,full time,mid,65.0,"data analysis,data quality,excel,oracle,python,sql","career development,flex hours",True,data analyst
1880,igenius,data analyst,full time,mid,65.0,"bigquery,business intelligence,computer science,data analytics,economics,kpis","career development,competitive pay",False,other
1881,believe,data specialist,full time,senior,70.0,"aws,big data,business intelligence,databricks,data management,oracle",transparency,False,data analyst
1882,montevideo labs,data analyst,full time,mid,65.0,"aws,big data,data analysis,postgresql,python,rdbms","career development,flex hours,snacks / drinks,startup environment,team events",False,data analyst
1883,stripe,financial data analyst,full time,senior,55.0,"banking,engineering,finance,rdbms,sql",startup environment,False,data scientist
1884,verisk,mid data scientist,full time,none,92.0,"big data,computer science,data governance,economics,engineering,feature engineering","insurance,team events",False,data analyst
1885,playstation global,senior analytics engineer,full time,senior,147.0,"apis,architecture,aws,big data,business intelligence,data pipelines","competitive pay,health care,salary bonus,wellness",False,data engineer
1886,tiket.com,data engineer intern,internship,entry,0.0,"airflow,architecture,big data,etl,gcp,git",none,False,data engineer
1887,bees,data engineer,full time,senior,115.0,"agile,azure,big data,ci/cd,data analytics,databricks","career development,fitness / gym,health care,insurance,salary bonus",False,data analyst
1888,epic creations inc.,senior data analyst,full time,senior,140.0,"a/b testing,engineering,looker,mathematics,metabase,python","career development,flex vacation,health care,medical leave,unlimited paid time off",True,data engineer
1889,insightsoftware,data engineer ii,full time,senior,115.0,"agile,architecture,aws,azure,business intelligence,data analysis",none,False,bi analyst
1890,srijan technologies,"technical lead data engineer - power bi, tableau",full time,senior,115.0,"agile,architecture,data analysis,data visualization,data warehouse,data warehousing",career development,False,ai engineer
1891,uk atomic energy authority,senior robotics research engineer,full time,senior,105.0,"engineering,research,robotics","career development,equity,flex hours,health care,relocation support",False,bi analyst
1892,software mind,[rpg] power bi data engineer,full time,senior,62.0,"agile,data quality,data visualization,mysql,power bi,python","career development,flex hours",False,data analyst
1893,oxfam america,analytics engineer,full time,senior,84.0,"agile,apis,computer science,data pipelines,data quality,engineering","career development,equity,team events",False,ml engineer
1894,thoughtspot,staff  engineer - machine learning,full time,senior,55.0,"architecture,aws,business intelligence,elasticsearch,engineering,machine learning",flex vacation,False,bi analyst
1895,learnlight,business intelligence analyst (remote),full time,mid,40.0,"azure,business intelligence,data analytics,data quality,data visualization,data warehousing","career development,flex hours,team events",True,ai engineer
1896,c3.ai,ai solution manager/senior ai solution manager,full time,senior,125.0,"architecture,big data,computer science,consulting,data analytics,economics","career development,competitive pay,equity",False,data scientist
1897,publicis groupe,"director, data science",full time,executive,130.0,"architecture,bayesian,big data,data analytics,data management,data mining","health care,startup environment",False,data scientist
1898,tiger analytics,lead data scientist,full time,mid,40.0,"classification,clustering,computer science,consulting,consulting firm,data mining","career development,conferences",False,ml engineer
1899,instabase,"senior software engineer, deep learning (ai)",full time,senior,175.0,"classification,clustering,computer science,computer vision,deep learning,engineering","career development,equity,salary bonus",False,data engineer
1900,kms technology,"data engineering lead/data architect, kms healthcare",full time,senior,135.0,"agile,aws,data strategy,data warehousing,engineering,etl","career development,conferences,flex hours,health care,medical leave",False,ml engineer
1901,optasia,"machine learning engineer (mlops), fintech",full time,mid,74.0,"airflow,apis,big data,ci/cd,computer science,credit risk","career development,flex hours,team events,yoga",False,data scientist
1902,"cloudflare, inc.","senior data scientist, web security",full time,senior,129.0,"deep learning,engineering,machine learning,ml models,nlp,nonprofit","career development,signing bonus",True,data engineer
1903,seamless.ai,data engineer - remote us,full time,senior,115.0,"architecture,aws,big data,data governance,data management,data pipelines",career development,False,ml engineer
1904,kinaxis,"co-op/intern developer, machine learning - qa",internship,entry,0.0,"computer science,machine learning,python,testing",career development,False,data scientist
1905,zoopla,data scientist,full time,mid,60.0,"aws,computer science,computer vision,cx,docker,machine learning","career development,fertility benefits,fitness / gym,health care,insurance",False,ml engineer
1906,cruise llc,"senior machine learning engineer ii, simulation",full time,senior,0.0,"autonomous driving,classification,computer science,cuda,drivers license,machine learning","career development,competitive pay,equity,fertility benefits,flex hours",False,software engineer
1907,pubmatic,software engineer -data analytics,full time,senior,55.0,"agile,apis,architecture,big data,computer science,data analytics","career development,equity,flex hours,insurance,parental leave",False,ml engineer
1908,"datacamp, inc.",content developer - ai and machine learning,full time,senior,56.0,"chatgpt,content creation,dall-e,deep learning,gpt,machine learning","career development,competitive pay,equity,flex hours,startup environment",True,other
1909,pa consulting,senior data strategist,full time,senior,62.0,"big data,business intelligence,data analysis,eda,excel,machine learning",none,False,data analyst
1910,numberly,marketing data analyst,full time,entry,39.0,"open source,python,r,sql","career development,yoga",False,data engineer
1911,docplanner,product expert analyst (data engineer) - europe,full time,senior,0.0,"airtable,data analysis,data visualization,engineering,excel,jira","flex vacation,startup environment,team events",False,data scientist
